Hankija ettevote,Hanke nimetus,Hankemaksumus EUR
ER,Terase S355J2 ostmine,14166
NT,Mustmetallist toodete valmistamine,14166
ER,Keevitustarvikute ostmine,14146
ER,Elektrikomponentide ostmine,14123
NJ,Siltide ostmine ,14095
ER,SKF Portable Induction Heater. Ostmine.,14086
NT,Kummi- ja tihenditoodete ost,14086
NJ,Terastoodete ostmine ,14084
ER,Transporditeenuse ostmine,14063
ER,Keevitustarvikute ostmine,14062
NJ,Laagrite ostmine,14030
NJ,Varuosade valmistamine,14017
ER,Elektrikomponentide ostmine,14010
ER,Roostevabatorude ostmine,14008
ER,Tostetarvikute ostmine.,14006
ER,Elektrikomponentide ostmine,13983
NJ,Temperature transmitter+sensor TR11-ABEBHMXHC00ETZ2 L=1500 (Endress+Hauser) - 3 tk,13982
ER,Kovasulamplaatide ostmine,13951
ER,oli ostmine,13914
ER,Kinnitusvahendite ostmine,13894
ER,Keevitustarvikute ostmine.,13892
ER,Amortisatsiooniprusside ostmine,13879
NJ,Valgusti Ex IP65 kood 5113201n (Bilux) - 10 tk,13879
ER,Terastoodete ostmine,13841
NJ,Etalonide ostmine,13822
NJ,Kaasaskantav valgusti seadmete ostmine,13801
ER,Isikukaitsevahendite ostmine,13795
ER,Malmvaludetailide ostmine.,13776
ER,Metall. Ostmine,13776
NJ,Sweco Projekti too nr. 13320-0005 tuletorjetorustiku projekti muudatus,13776
NJ,Vaateklaasi Klinger ostmine ,13776
NJ,Laagrite ostmine,13776
ER,TEKNOS varvide ostmine,13769
NJ,Elektrivaruosade ostmine,13762
NJ,Elektriseadmete ostmine,13742
ER,Elektrikomponentide ostmine,13742
ER,Toruuhenduste ostmine,13739
ER,Tehnilised kangad. Ostmine.,13732
NJ,Lead-acid battery 12V 7.2Ah - 120 tk,13707
NJ,Etalonide ostmine,13696
NT,Gaaside ost,13673
ER,Metallitootlemise tarvikute ja kasitooriistade ostmine,13666
NJ,Varuosade valmistamine,13661
NJ,Saematerjali ostmine,13661
NJ,Rehvide ostmine ,13661
ER,Elektrikomponentide ostmine,13653
NJ,Cover assembly code K9471DS for analizer ZR402G-M-E-E-A (Yokogawa) - 1 tk,13650
ER,Raamlepingute solmimine metallitootlemise tarvikute ja kasitooriistade ostmiseks,13630
NJ,Laagrite ostmine,13624
ER,Betoonploki ostmine,13615
ER,Terastoodete ostmine,13607
NJ,Ankru ostmine,13546
NJ,Fronius 2500 potentsiomeetri ostmine,13545
NT,FRONIUS JUHTPULTIDE OST,13545
ER,Teraste S355J2 ostmine.,13504
NJ,Laagrite ostmine,13495
ER,Teraslehtede S235JR ostmine,13489
NJ,Laagrite ostmine,13489
ER,Kovasulamplaatide ostmine,13483
NT,Keemiavahendite ost,13480
NJ,Pressure transmitter Cerabar S PMP71-....(Endress+Hauser) ,13469
NJ,Pressure transmitter Cerabar S (Endress+Hauser) 2 tk,13469
ER,Kuumtsinkimise (HDG) teenuse ostmine,13455
NJ,Konduktomeetri MARK-603 ostmine,13443
ER,Keevitustarvikute ostmine,13436
NJ,Grafiitrongaste ostmine,13432
ER,Keevisrestide ostmine,13429
NJ,Toiteplokk UPS Eaton PW9130i3000T-XL,13420
ER,Elektrikomponentide ostmine,13398
NT,Lukksepatooriistade ost,13376
NJ,PTFE wedge seal type 59B BP QQR1S1 43mm (John Crane) - 5 tk,13374
NJ,Varuosade valmistamine,13370
NT,Reduktorioli ostmine,13367
NJ,Varuosade valmistamine,13363
NT, Mustmetallide ostmine,13363
ER,oli ja maardevedeliku ostmine,13358
NJ,Switching amplifier NO533A for Namur sensors  (Ifm Electronic) - 10 tk,13351
NJ,O-rongaste ostmine,13317
NJ,Tehnilise hudrasiinhudraadi ostmine,13317
NJ,Varuosade valmistamine,13317
ER,Keevitustarvikute ostmine,13316
NJ,Micropilot FMR50 (Endress&Hauser) ostmine,13298
NJ,Kaablite ostmine. kokku 800m,13270
ER,Laagrite ostmine,13261
NT,Metallkappide ostmine,13259
NJ,Mechanical seal pos.433 for pump CPK11-E 032-200,13248
NJ,Pronksist umarmaterjali ostmine,13226
EK,Puude. vosa ja peenmetsa raie,13225
ER,Emaili KO-855 ostmine,13225
ER,Rehvide ostmine,13225
ER,Emaili KO-855 ostmine,13225
ER,Terase S355J2 ostmine.,13202
NJ,Piirdeaja paigaldus- ja renditeenuse osutamine,13202
NJ,Varuosade valmistamine,13202
NJ,Torude ostmine ,13181
NJ,Keemilise reagentide ostmine,13168
NT,Labori seadmete ost,13168
ER,Kovasulamplaatide ostmine,13154
ER,Teraste ostmine,13153
NJ,Automaatikaseadmede ABB ostmine,13149
ER,Laagrite ostmine,13145
ER,Kompressorioli ostmine,13133
ER,Metallkilpide ostmine,13117
NJ,VMP-10 varuosade ostmine,13110
NJ,Seadmete FW MURPHY ostmine,13101
NJ,Sulgeventiili ostmine,13087
NJ,Rehvide ostmine ,13087
NJ,Naatriumvesiniksulfiti 25% lahuse ostmine,13087
ER,Metalli ostmine,13058
ER,Elektrikomponentide ostmine,13056
ER,BOGE hoolduskomplekt. Ostmine.,13041
ER,Torustikutugi. Ostmine.,13020
NJ,Laagrite ostmine,13015
ER,Teraste S235. C45. 42CrMo4 ostmine,13007
NJ,Pressure switches (Barksdale) - 5 tk,13006
ER,Elektrikomponentide ostmine,12996
NJ,Pump TPE2 D (Grundfos),12995
ER,Varvide ostmine,12993
NJ,Temperatuuri kontrolleri ostmine,12984
ER,Keevitustarvikute ostmine,12977
NJ,Balti Elektrijaama ??? nr 7 vastuvotukambri ulevaatuse. puhastamise ja vastuvotukambri nr 7 �andoori tihendamise tuukritood,12972
NJ,Lampide ostmine,12972
ER,Keevitustarvikute ostmine.,12972
NJ,Keemilise reagentide ostmine,12965
NJ,Temperature sensors MONI-PT100-EXE-SENSOR. code 529022-000 (Raychem) - 6 tk,12949
NT,Kaitsevahendite ost,12949
ER,Elektrikomponentide ostmine,12929
ER,Keevitustarvikute ostmine,12928
NJ,Kinnitusvahendite ostmine,12916
NJ,Voltage transformer 4MR12-PLC AYC (Siemens) - 3 tk,12915
NJ,Flow meter KLH-KC38 (Kytola) 3tk,12915
NT,Lukksepatooriistade ost,12909
NJ,Tooriistade ostmine,12907
NJ,Varuosade valmistamine,12904
NJ,Konditsioneeri paigaldamine Eesti Elektrijaama kesklao laotootajate ruumi,12892
NJ,Varuosad for DLMV 20/10W (Donaldson) ,12881
NJ,Eesti ja Balti Elektrijaamade tuhavaljade killustikkattega jarelevalveteede jaatumisvastane puistamine,12858
NJ,Generatoori hari Carbone Lorraine LFC554 32x40x80 ,12858
ER,Vaktsiini ostmine puukentsefaliidi vastu ,12852
NJ,Varuosade valmistamine,12846
NJ,Drosselite ja suuturite ostmine,12846
ER,Saematerjalide ostmine,12835
NT,Metallkappide ostmine,12777
ER,Keevitustarvikute ostmine,12750
EK,Narva karjaari seirepuurkaevude likvideerimise teenuse ostmine,12743
ER,Turvarakmed P20 .Ostmine,12743
NJ,Sensori SA4000-201 ostmine ja paigaldus analusaatorile H?S �SA400-2. Seta-Analytics�,12743
NJ,Varuosade valmistamine,12743
ER,Kaitsevahendite ostmine,12743
ER,Soojusvaheti ostmine,12736
ER,Raamlepingute solmimine keevitustarvikute ostmiseks.,12735
NT,Kummi- ja tihenditoodete ost,12724
ER,Kinnitusvahendid. Ostmine.,12724
NJ,Treileri Kassbohrer elektrijuhe. tuli. led valgusti vahetus (ADR),12723
NJ,Pressure transmitters PMP41-.... (Endress+Hauser),12688
ER,Elektrikomponentide ostmine,12687
NJ,Lehtterase ostmine,12685
ER,Puitmaterjalide ostmine,12651
ER,Tooriistade ostmine,12644
NJ,Konduktomeetri MARK-603 ostmine,12639
ER,Terastoodete ostmine.,12638
ER,Terastoodete ostmine.,12637
ER,Elektrikomponentide ostmine,12632
EE,Iru elektrijaama lendtuhakonveierile reduktori ostmine,12628
NJ,Mechanical single seal LP-S-S32-E10/80 00Q12AE (Burgmann) - 1 tk,12628
ER,Autokraanateenuse ostmine,12628
NJ,AVARII - Reduktor FZAZ48 Z28 (Flender) - 1 tk,12628
ER,Teraste ostmine,12611
NT,Elektrivahendite ost,12608
ER,Terase AISI310S ostmine.,12607
NJ,Adsorption column ostmine,12584
ER,Elektrikomponentide ostmine,12580
ER,Laagrite ostmine,12571
ER,Elektrikomponentide ostmine,12568
NJ,Automaatika seadmete ostmine,12506
ER,Keevitustarvikute ostmine.,12496
ER,Elektrikomponentide ostmine.,12478
ER,MB Vito kardaanivolli ostmine,12437
NJ,Maskide ostmine,12413
ER,Keevisrestide ostmine,12409
ER,ulegabariidiliste veoteenuste ostmine,12398
ER,Topendite ostmine,12398
ER,Rehvide ostmine,12398
NJ,Pneumovasara MOP-3 ostmine,12398
NJ,ohufiltri ostmine,12363
NT,Samson siibriosade ost,12351
NJ,Manometers 160mm. 83 tk,12318
NT,Kompensaatori ost,12284
NJ,Terastoodete ostmine,12281
NJ,Keemiavahendide ostmine,12278
ER,Torustiku komponentide ostmine,12261
NJ,Electronics FEM54. DPDT. code� 52026499 (Endress+Hauser) 3 tk,12235
ER,Elektrikomponentide ostmine,12201
ER,Ehitusmaterjalid. Ostmine,12198
ER,Turbokompressori Perkins ostmine,12169
NJ,"Varuosade valmistamine,",12169
NJ,Anybus IT-seadmete ostmine,12163
ER,Elektrikomponentide ostmine,12160
ER,Laagrite ostmine,12153
NJ,Varuosade valmistamine,12146
ER,Kinnitusvahendite ostmine,12143
NJ,Keevitustarvikute ostmine,12123
NJ,Varuosade valmistamine,12123
ER,Elektrikomponentide ostmine,12100
ER,Elektritooriistade ostmine,12097
ER,Terastorude P235GH ostmine,12077
NJ,Varuosade valmistamine,12065
ER,Varvide ostmine.,12055
NJ,Enefit Energiatootmine ASi akupatareide tehnilise seisundi testimine,12054
NJ,Balti Elektrijaama remondi kesktookoja 0.4 kV JS ruumi ukse asendamine tulepusiva uksega,12054
NJ,Filtri elemendi ostmine,12054
NJ,Atsetooni tehnilise ostmine,12054
ER,Keevitusprotseduuride atesteerimisteenuse ostmine,12054
NJ,Laagrite ostmine,12054
ER,Tihenduslehtide Klingersil C4500 ostmine,12008
NJ,Eesti ja Balti Elektrijaama plokkide rohuandurite Rosemount 3051 remont,11997
NJ,Varuosade valmistamine,11997
NJ,Seadmete Endress+Hauser ostmine,11971
NJ,Elektripump Gnom 40-25T - 2 tk,11962
ER,Laagrite ostmine,11958
ER,Tooriistade ostmine,11951
NJ,PTFE-toodete ostmine,11944
ER,Tooriistade ostmine,11942
ER,Terastoodete ostmine,11940
NJ,Tooprojekti koostamine. et sulgeda tehnoloogilise ava osa,11939
NJ,Packing housing D-150. D-175. pos.13. 14 dwg.127725 (Raumaster),11939
NJ,Tehnilise atsetooni ostmine,11939
NJ,Kinnitusvahendid. Ostmine.,11934
NJ,Saematerjalide ostmine,11916
NT,Elektritooriistade ost,11916
ER,Astmete ostmine,11913
NJ,Varuosade valmistamine,11905
ER,Spiraaltihendite ostmine,11893
ER,Leegikindla turvaliini ostmine,11847
NJ,Varuosade valmistamine,11847
NT,Kompressori Busch osade ost,11845
NJ,Patareid tuup AA. AAA. LR20.  ...  (2018.a.),11831
NJ,Laagrite ostmine,11825
NJ,Pump PGH4-21/020RR11VU2 (Bosch Rexroth). SN 0000471 - 1 tk,11824
ER,Elektrikomponentide ostmine,11814
ER,Rehvide ostmine,11786
NJ,Keemiliste reagentide ostmine,11775
ER,Tooriistade ostmine,11768
ER,Kraanateenuse osutamine,11767
NJ,Manual motor starter (ABB) - 1 tk,11767
ER,Elektrikomponentide ostmine,11759
ER,Terastoodete ostmine,11733
ER,Tooriistade ostmine,11719
NJ,Ankru ostmine,11710
NJ,Kesk raske kutteoli ja EDHO (extra heavy dusty oil) taisanaluus,11702
ER,Torustiku komponendid. Ostmine.,11692
ER,Kummitoodete ostmine.,11692
NT,Lukksepatooriistade ost,11690
ER,Elektrikomponentide ostmine,11677
ER,Kovasulamplaatide ostmine,11664
ER,Terase Hardox450 ostmine.,11641
NJ,Kinnitusvahendid. Ostmine.,11636
NJ,Pressure transmitter APR-2000/ALW/(-5)-70mbar/C/PTFE (Aplisens) - 2 tk,11612
NJ,Seadmed FLUKE,11592
ER,Silindritorude ja kroomvarraste ostmine,11587
NJ,Speedglas maski ostmine,11573
ER,Elektrikomponentide ostmine,11559
ER,Transporditeenuse ostmine,11537
NJ,Tihendilehe Paronit 3 mm ostmine,11532
ER,Metallkilpide ostmine,11530
ER,Kinnitusvahendid. Ostmine.,11528
EK,Elektripliidi ostmine,11526
NJ,Laagrite ostmine,11506
NT,Mustmetallist toodete valmistamine,11503
ER,Elektrikomponentide ostmine,11496
NJ,Rohuandur EDS 1791-P-016-000 (Hydac) - 2 tk,11490
ER,Turbokompressori ostmine,11480
ER,Elektriline kett-telfer. Ostmine,11469
NJ,Elektrimootor ACM200LB-2/HE 37kW 380V 2950p/min IMB3  - 1tk,11469
ER,Laagrite ostmine,11458
NJ,Ajam SAExC07.1-F10 com.7507932 (AUMA),11457
NJ,Seadmete ABB ostmine,11446
ER,Lamp.Ostmine,11446
NT,Mustmetallist toodete ost,11446
NJ,Varuosade valmistamine,11434
NJ,Pneumosilinder 40M-2L-200-A-500 (Camozzi) - 2 tk ,11434
NJ,Solenoid valve 5/2 MONO RXE9574-Z71-24S (Norgren)  - 6 tk,11434
NJ,Kaitsekilpide aarikule ostmine,11434
NJ,Hudraulikavoolikute ostmine,11429
ER,Kovasulamplaatide ostmine,11423
NJ,Ultrasonic liquid level transmitter 3105HP3FSCI1-Q4 (Rosemount) - 1 tk,11408
NJ,Elektrimootor ACM 200LB-2/HE 37kW 380V 2950p/min IMB3. com.1307068358 (AC-Motoren) - 1tk,11400
ER,Isikukaitsevahendite ostmine,11393
NT,Mustmetalli ost,11382
ER,Valtsimisseade ostmine,11369
NJ,Elektrooniline stetoskoop SKF TMST-3  - 2 tk,16711
ER,Detailide katmine ThermoZn (metalliseerimine). ,16711
ER,Keevitusmaski ostmine,16696
NT,Metallist toodete ost,16681
NJ,Elektrooniline stetoskoop SKF TMST-3,16677
NJ,Korpus ulemine (joon.P-5040.01.00-01) - 20 tk,16677
NJ,Ball valve DN80 PN16 ostmine ,16677
NJ,Kummi- ja tihenditoodete ostmine,16673
NJ,Varuosade ostmine,16668
NJ,Cerabar S  PMP71-1AA1S11GHAAU (Endress+Hauser) - 2 tk,16649
NJ,Pressure transmitters Cerabar S PMP71 (Endress+Hauser),16649
ER,Mootevahendite ostmine,16644
EE,Vaadialus neljale vaadile kaitsepiirdega 1250x1200x910,16627
ER,Sulgarmatuuri ostmine.,16590
ER,Lehtmetalli ostmine,16590
NT,Ehitusmaterjalide ost,16590
ER,Elektrikomponentide ostmine,16572
NJ,Varuosade ASSALUB ostmine,16559
NT,Drager osade ost,16542
NT,Mustmetallist toodete ost,16542
NJ,Seadmete Endress+Hauser ostmine,16504
ER,Elektrikomponentide ostmine,16500
NJ,Komatsu varuosade ostmine,16477
NJ,Transformaatorioli proovelikomplekti ost ,16458
ER,Elektrikomponentide ostmine,16447
NJ,pH electrode code Z08362=?=2000 for Polymetron 9135 (Hach Lange) - 2 tk,16441
ER,Elektrikomponentide ostmine,16421
NJ,Varuosade valmistamine,16411
NJ,"Varuosade valmistamine,",16407
NJ,Piikvasarate ostmine,16374
ER,Milliommeetri ostmine ,16374
NJ,Vibraator IV-98N. 380V 5tk,16374
EE,SFP moodulid ,16367
ER,Kinnitusvahendid. Ostmine.,16365
ER,Metallitootlemise tarvikute ja kasitooriistade ostmine,16313
ER,Varvide ostmine,16312
NJ,Temperature transmitter Sitrans TH200 code 7NG3211-1NN00 (Siemens) - 10 tk,16289
NT,Ehitusmaterjalide ost,16289
ER,Elektrikomponentide ostmine,16282
ER,Kivivillaplaatide ostmine,16274
NJ,Prowirl 200 varuosade ostmine (Endress+Hauser),16240
NJ,Flue gas analyzer TESTO-320 - 1 komplekt,16222
NT,Pumbaosade ostmine,16205
ER,Rehvide ostmine,16205
NJ,I/p module 6109-140201030000.00. Input 2.7-17mA. Output 0.2-1 bar. Var-ID 1008916 (Samson)  - 5 tk,16205
EE,Geotechnical and Topographical Survey for Gasoline Recovery Project (Taiendus),16205
NJ,Siltide ostmine ,16205
NJ,Varuosade valmistamine,16205
ER,Laagrite ostmine,16204
ER,Keevituselektroodid. Ostmine.,16201
NJ,Biopreparaadi ostmine,16201
ER,Terastoodete ostmine,16187
NJ,Keemiakaubade ostmine,16179
NJ,Varuosade valmistamine,16144
NJ,Laagrite ostmine,16137
ER,Metallitootlemise tarvikute ja kasitooriistade ostmine,16116
ER,Puitmaterjalide ostmine,16104
ER,Dokumentatsiooni tolketeenus vene keelest eesti keelde,16073
NJ,Valve USE257A002.24/DC 0-8.5bar (Asco) - 35 tk,16070
NT,Metallist toodete ost,16063
NJ,Voolikute ostmine ,16043
ER,Elektrikomponentide ostmine,16039
ER,ulegabariidiliste veoteenuste ostmine,16036
NJ,Spare parts set for pump ??? 69/3??-6?-14-2 ,16036
NJ,Balti Elektrijaama vastuvotukambris  10 ?? �andori tihendamise tuukritood,16036
ER,Optiliste andurite kontrollimine,16036
NT,Kummi- ja tihenditoodete ostmine,15985
ER,Elektrikomponentide ostmine,15981
ER,Puit aluste ostmine,15967
ER,Teraslehe Hardox400 ostmine.,15954
NJ,Smart positioner YT-3303 LSI2221S (Young Tech),15952
NT,Keevitusaparaadi ostmine,15935
ER,Terastoodete ostmine,15901
ER,Kinnitusvahendid. Ostmine.,15877
NJ,Current clamp meter 20.99-100mA FLUKE 773 - 1tk,15867
ER,Perkins mootorite remonditeenuse ostmine,15867
ER,Metallitootlemise tarvikute ja kasitooriistade ostmine,15859
ER,Elektrimootori ostmine,15783
ER,Elektrikomponentide ostmine,15776
ER,Metallitootlemise tarvikute ja kasitooriistade ostmine,15754
ER,Auto remonditeenuse ostmine,15749
NJ,Laagrite ostmine,15715
NJ,Laagrite ostmine,15693
EE,Kaitsekiivrite ja kuulmiskaitsete ostmine,15686
NT,Teemantpuuriterade ostmine,15682
NJ,Laagrite ostmine,15680
ER,Elektriharjade ostmine,15668
ER,Gaasisegude ostmine,15665
ER,Elektrikomponentide ostmine,15636
ER,Raamlepingute solmimine metallitootlemise tarvikute ja kasitooriistade ostmiseks,15634
ER,Kinnitusvahendid. Ostmine.,15618
ER,Elektrikomponentide ostmine,15530
NT,Moobli ost,15530
ER,umarterase C45 ostmine.,15530
ER,Elektrikomponentide ostmine,15498
NJ,Aumatic actuator varuosadega (AUMA),15486
ER,Elektrikomponentide ostmine,15477
NJ,Vibraator IV-99N. 380V - 5 tk,15445
ER,Keevitustarvikute ostmine,15433
NJ,O-rongas PTFE. EPDM. NBR. FPM - komplekt,15430
ER,Kinnitusvahendid. Ostmine.,15400
NJ,Maarde ostmine,15374
ER,Keevitustarvikute ostmine,15364
NJ,Reduktori ostmine,15361
NJ,Solenoid valve 5/2 MONO RXE9574-Z71-112 (Norgren) - 6 tk,15348
NJ,Piikvasarate ja tarvikute ostmine,15293
ER,Auto kummid. Ostmine.,15293
ER,Keevitustarvikute ostmine,15280
ER,oli Spirax S4 ATF HDX ostmine,15278
ER,Keevitustarvikute ostmine,15268
ER,Metallitootlemise tarvikute ja kasitooriistade ostmine,15259
NJ,Laagrite ostmine,15255
ER,Laagrite ostmine,15223
NJ,ON/OF valve Pekas,15192
ER,Keevitustarvikute ostmine,15181
ER,Multimeeter Fluke 8845A. Ostmine,15175
NT,Aluspesu komplektide ostmine,15157
NJ,HF12-155W-X 12V 28Ah High Rate Vision Battery - 19 tk,15138
ER,Keevituselektroodide ostmine.,15137
ER,Raamlepingute solmimine metallitootlemise tarvikute ja kasitooriistade ostmiseks,15108
ER,Metalli ostmine,15104
ER,SVAN autovaruosade ostmine,15091
NJ,Varuosade valmistamine,15091
ER,Keevitustarvikute ostmine,15076
NJ,Metallide ostmine,15074
NJ,Siltide ostmine ,15070
NJ,Laagrite ostmine,15068
ER,Varvide ostmine.,15055
NJ,Ph-Sensor 871A-1F (Foxboro) - 2 tk,15042
ER,Elektrikilpide ostmine,15040
ER,Kinnitusvahendite ostmine.,15033
NJ,Terastoodete ostmine,15031
NJ,Balti Elektrijaama vastuvotukambris 10 ?? �andori tihendamise tuukritood.,15023
ER,Rehvide ostmine,15023
NJ,Valve and NCS-sensor for positioner SIPART PS2 (Siemens) ,14995
ER,Kinnitusvahendid. Ostmine.,14974
NJ,Oil seals for motors Sew Eurodrive,14968
ER,Laagrite ostmine,14964
ER,Isikukaitsevahendite ostmine,14938
NJ,Seadmed Endress+Hauser,14934
ER,Keevitustarvikute ostmine,14926
NJ,Eesti Elektrijaama kabineti 426 ja 428 umberehitamise kutuselaboriks omanikupoolse ehitusjarelevalve teostamine,14922
NJ,Metallist toodete ostmine ,14922
ER,Elektrikomponentide ostmine,14901
ER,Varvide ostmine.,14891
ER,Lamp.Ostmine,14854
NJ,Elektripaigaldise tooted,14843
NJ,Laagrite ostmine,14822
ER,Elektrikomponentide ostmine,14787
ER,Kuulkraan. Ostmine.,14787
ER,Teraste ostmine.,14779
ER,Elektrikomponentide ostmine,14770
ER,Kinnitusvahendite ostmine,14768
ER,Elektrikomponentide ostmine,14737
NJ,olide ostmine,14701
ER,Keevitustarvikute ostmine,14671
NT, Elektrivahendite ost,14659
NJ,Speedglas 9100 FX Air keevitus 9100 XX puhuriga - 1 tk,14650
ER,Kinnitusvahendid. Ostmine.,14638
ER,Elektrikomponentide ostmine,14631
ER,Elektrikomponentide ostmine,14627
ER,Keevitustarvikute ostmine.,14626
NJ,Oxygen sensor OX-1. 0-10ppm O2 (GE Panametrics)  - 2 tk,14618
NJ,Valgusti seadmete ostmine. Gewiss,14601
ER,Kaitsevahendite ostmine,14593
ER,Teraspoognate ostmine,14517
NT,Metalltoodete valmistamine,14517
NJ,Varuosade valmistamine,14517
NJ,Varuosade valmistamine,14517
ER,Puitmaterjalide ostmine,14501
NT,SULGEARMATUURI OST,14500
ER,Terastoodete ostmine,14486
ER,Teadmiste kontrolli tunnistuse printimisteenuse osutamine,14483
NJ,Tostevahendite ostmine,14480
ER,Kinnitusvahendite ostmine ,14476
ER,Kinnitusvahendid. Ostmine.,14466
NJ,Keemilise reagentide ostmine,14466
NJ,Seadmete Siemens ostmine,14449
ER,Terastoodete ostmine,14445
ER,Pressure cleaning of Gasducts at TEES biomass power plant.,14436
ER,Elektrikomponentide ostmine,14410
NJ,Lampide ostmine,14405
NJ,Reduktorioli ostmine,14395
ER,Kuttekeha KENVP 25/400/400 ostmine,14382
ER,Elektrikomponentide ostmine,14365
NT,Toru 5308 mm elektrikeevitatud,14348
ER,Kaalude remont,14348
NJ,Speedglas 9100 FX Air keevitus 9100 XX puhuriga ,14348
NJ,Hot gas controller Buran Standard DC 0035 AB (Donaldson) / - 1 pc,14348
ER,Tostetarvikute ostmine,14348
ER,Treipadruni ostmine,14348
NJ,Seadmete Siemens ostmine,14345
NJ,Siemens komponentide ostmine,14340
ER,Ehitusmaterjalid. Ostmine,14280
NJ,Varuosade ostmine - RB/P-7. RB/B-7,14280
ER,Kuumtsinkimise (HDG) teenuse ostmine,14280
ER,Klaasriiete ostmine,14264
NJ, Coils (Bosch Rexroch) ,14253
NJ,Varuosade valmistamine,14247
NJ,Ehitusmaterjalide ostmine,14245
EK,Estonia kaevanduse parklate margistamine,14221
NJ,"Joukaabel 1kV AMCMK 4x185 - 50m
Poltjatkuhulss CU+AL 95-240mm2 - 30tk
AVARII HANKE",14200
ER,Kinnitusvahendid. Ostmine.,14186
NJ,Terastoodete ostmine,14179
NJ,Seadmete NORGREN ostmine,14162
NT,Elektrilampide ost,14154
NJ,Varuosade valmistamine,14145
NJ,Gas sensor SX917. Hydrocarbons CH4. CxHx (Sensorex) - 2 tk,14145
NJ,Etalonide ostmine,14139
ER,Elektrikomponentide ostmine,14133
ER,Elektrikomponentide ostmine,14128
NJ,Ph-Sensor 871A-1F (Foxboro) - 2 tk,14120
